"N1","N2","POS1","POS2","Freq"
"くる","優れる","動詞-動詞","非自立-自立",1
"くれる","EY","動詞-名詞","非自立-一般",1
"くれる","い","動詞-名詞","非自立-一般",1
"くれる","こと","動詞-名詞","非自立-非自立",1
"くれる","それ","動詞-名詞","非自立-代名詞",1
"くれる","ため","動詞-名詞","非自立-非自立",1
"くれる","なん","動詞-名詞","非自立-代名詞",1
"くれる","イメージ","動詞-名詞","非自立-サ変接続",1
"くれる","ケース","動詞-名詞","非自立-一般",1
"くれる","我々","動詞-名詞","非自立-代名詞",1
"くれる","学童","動詞-名詞","非自立-一般",1
"くれる","企業","動詞-名詞","非自立-一般",1
"くれる","奇跡","動詞-名詞","非自立-一般",1
"くれる","嬉しい","動詞-形容詞","非自立-自立",1
"くれる","気持ち","動詞-名詞","非自立-一般",1
"くれる","苦手","動詞-名詞","非自立-形容動詞語幹",1
"くれる","思考","動詞-名詞","非自立-サ変接続",1
"くれる","私","動詞-名詞","非自立-代名詞",1
"くれる","事","動詞-名詞","非自立-非自立",1
"くれる","時","動詞-名詞","非自立-非自立",1
"くれる","就活","動詞-名詞","非自立-一般",1
"くれる","将来","動詞-名詞","非自立-副詞可能",1
"くれる","上司","動詞-名詞","非自立-一般",1
"くれる","生産","動詞-名詞","非自立-サ変接続",1
"くれる","声","動詞-名詞","自立-一般",1
"くれる","想定","動詞-名詞","非自立-サ変接続",1
"くれる","地域","動詞-名詞","非自立-一般",1
"くれる","中高生","動詞-名詞","非自立-一般",1
"くれる","勉強","動詞-名詞","非自立-サ変接続",1
"くん","安部","名詞-名詞","接尾-固有名詞",1
"くん","最近","名詞-名詞","接尾-副詞可能",1
"ぐらし","会議","名詞-名詞","接尾-サ変接続",1
"けす","高い","動詞-形容詞","自立-自立",1
"ける","鳥取","動詞-名詞","自立-固有名詞",1
"こいつ","自分","名詞-名詞","一般-一般",1
"ここ","10","名詞-名詞","代名詞-数",1
"ここ","12","名詞-名詞","代名詞-数",1
"ここ","IT","名詞-名詞","代名詞-固有名詞",1
"ここ","Z","名詞-名詞","代名詞-固有名詞",1
"ここ","１","名詞-名詞","代名詞-数",1
"ここ","いる","名詞-動詞","代名詞-自立",1
"ここ","する","名詞-動詞","代名詞-自立",1
"ここ","もの","名詞-名詞","代名詞-非自立",1
"ここ","スティーブ","名詞-名詞","代名詞-固有名詞",1
"ここ","ポイント","名詞-名詞","代名詞-一般",1
"ここ","一","名詞-名詞","代名詞-数",1
"ここ","一つ","名詞-名詞","代名詞-一般",1
"ここ","我々","名詞-名詞","代名詞-代名詞",1
"ここ","近年","名詞-名詞","代名詞-副詞可能",1
"ここ","経緯","名詞-名詞","代名詞-一般",1
"ここ","言う","名詞-動詞","代名詞-自立",1
"ここ","言える","名詞-動詞","代名詞-自立",1
"ここ","誤解","名詞-名詞","代名詞-サ変接続",1
"ここ","考える","名詞-動詞","代名詞-自立",1
"ここ","合計","名詞-名詞","代名詞-サ変接続",1
"ここ","子育て","名詞-名詞","代名詞-サ変接続",1
"ここ","市町村","名詞-名詞","代名詞-一般",1
"ここ","至る","名詞-動詞","代名詞-自立",1
"ここ","次","名詞-名詞","代名詞-一般",1
"ここ","実践","名詞-名詞","代名詞-サ変接続",1
"ここ","若者","名詞-名詞","代名詞-一般",1
"ここ","重要","名詞-名詞","代名詞-形容動詞語幹",1
"ここ","食する","名詞-動詞","代名詞-自立",1
"ここ","振り返る","名詞-動詞","代名詞-自立",1
"ここ","深い","名詞-形容詞","代名詞-自立",1
"ここ","人","名詞-名詞","代名詞-一般",1
"ここ","成長","名詞-名詞","代名詞-サ変接続",1
"ここ","大きい","名詞-形容詞","代名詞-自立",1
"ここ","大切","名詞-名詞","代名詞-形容動詞語幹",1
"ここ","地方","名詞-名詞","代名詞-一般",1
"ここ","読書","名詞-名詞","代名詞-サ変接続",1
"ここ","難しい","名詞-形容詞","代名詞-自立",1
"ここ","日本","名詞-名詞","代名詞-固有名詞",1
"ここ","福利","名詞-名詞","代名詞-一般",1
"ここ","名刺","名詞-名詞","代名詞-一般",1
"ここ","問題","名詞-名詞","代名詞-ナイ形容詞語幹",1
"ここ","話","名詞-名詞","代名詞-サ変接続",1
"こじれる","始める","動詞-動詞","自立-非自立",1
"こだわり","もつ","名詞-動詞","一般-自立",1
"こだわり","持つ","名詞-動詞","一般-自立",1
"こだわり","話す","名詞-動詞","一般-自立",1
"こだわる","いう","動詞-動詞","自立-自立",1
"こだわる","メニュー","動詞-名詞","自立-一般",1
"こだわる","最高","動詞-名詞","自立-一般",1
"こだわる","抜く","動詞-動詞","自立-非自立",1
"こちら","1","名詞-名詞","代名詞-数",1
"こちら","Go","名詞-名詞","代名詞-固有名詞",1
"こちら","WeLove","名詞-名詞","代名詞-固有名詞",1
"こちら","いかが","名詞-名詞","代名詞-形容動詞語幹",1
"こちら","くら","名詞-名詞","代名詞-一般",1
"こちら","ここ","名詞-名詞","代名詞-代名詞",1
"こちら","こと","名詞-名詞","代名詞-非自立",1
"こちら","ちく","名詞-名詞","代名詞-サ変接続",1
"こちら","ふるさと","名詞-名詞","代名詞-一般",1
"こちら","ほう","名詞-名詞","代名詞-非自立",1
"こちら","みんな","名詞-名詞","代名詞-代名詞",1
"こちら","らい","名詞-名詞","代名詞-一般",1
"こちら","データ","名詞-名詞","代名詞-一般",1
"こちら","プレミアム","名詞-名詞","代名詞-一般",1
"こちら","ポイント","名詞-名詞","代名詞-一般",1
"こちら","過去","名詞-名詞","代名詞-副詞可能",1
"こちら","回転","名詞-名詞","代名詞-サ変接続",1
"こちら","株式会社","名詞-名詞","代名詞-一般",1
"こちら","岩美","名詞-名詞","代名詞-固有名詞",1
"こちら","記事","名詞-名詞","代名詞-一般",1
"こちら","求める","名詞-動詞","代名詞-自立",1
"こちら","香味","名詞-名詞","代名詞-一般",1
"こちら","支援","名詞-名詞","代名詞-サ変接続",1
"こちら","若桜","名詞-名詞","代名詞-固有名詞",1
"こちら","手打ち","名詞-名詞","代名詞-一般",1
"こちら","焼肉","名詞-名詞","代名詞-一般",1
"こちら","杉","名詞-名詞","代名詞-一般",1
"こちら","地域","名詞-名詞","代名詞-一般",1
"こちら","鳥取砂丘","名詞-名詞","代名詞-固有名詞",1
"こちら","投げかける","名詞-動詞","代名詞-自立",1
"こちら","読む","名詞-動詞","代名詞-自立",1
"こちら","日","名詞-名詞","代名詞-固有名詞",1
"こちら","発表","名詞-名詞","代名詞-サ変接続",1
"こちら","米子","名詞-名詞","代名詞-固有名詞",1
"こちら","北栄","名詞-名詞","代名詞-固有名詞",1
"こちら","本","名詞-名詞","代名詞-一般",1
"こちら","未来","名詞-名詞","代名詞-一般",1
"こちら","様々","名詞-名詞","代名詞-形容動詞語幹",1
"こと","1980","名詞-名詞","非自立-数",1
"こと","2014","名詞-名詞","非自立-数",1
"こと","3","名詞-名詞","非自立-数",1
"こと","4","名詞-名詞","非自立-数",1
"こと","400","名詞-名詞","非自立-数",1
"こと","?","名詞-名詞","非自立-サ変接続",1
"こと","GDP","名詞-名詞","非自立-固有名詞",1
"こと","GW","名詞-名詞","非自立-一般",1
"こと","ICT","名詞-名詞","非自立-一般",1
"こと","IoT","名詞-名詞","非自立-固有名詞",1
"こと","Project","名詞-名詞","非自立-一般",1
"こと","あげる","名詞-動詞","非自立-自立",1
"こと","いい","名詞-形容詞","非自立-自立",1
"こと","いう","名詞-動詞","非自立-自立",1
"こと","いける","名詞-動詞","非自立-自立",1
"こと","うたう","名詞-動詞","非自立-自立",1
"こと","おいしい","名詞-形容詞","非自立-自立",1
"こと","お金","名詞-名詞","非自立-一般",1
"こと","お互い","名詞-名詞","非自立-一般",1
"こと","お伝え","名詞-名詞","非自立-サ変接続",1
"こと","がん","名詞-名詞","非自立-一般",1
"こと","こだわり","名詞-名詞","非自立-一般",1
"こと","こちら","名詞-名詞","非自立-代名詞",1
"こと","こまめ","名詞-名詞","非自立-形容動詞語幹",1
"こと","ござる","名詞-動詞","非自立-自立",1
"こと","すごい","名詞-形容詞","非自立-自立",1
"こと","そう","名詞-名詞","非自立-特殊",1
"こと","そのもの","名詞-名詞","非自立-一般",1
"こと","その後","名詞-名詞","非自立-副詞可能",1
"こと","とる","名詞-動詞","非自立-自立",1
"こと","なる","名詞-動詞","非自立-非自立",1
"こと","はやる","名詞-動詞","非自立-自立",1
"こと","まとめる","名詞-動詞","非自立-自立",1
"こと","みなさん","名詞-名詞","非自立-代名詞",1
"こと","もたらす","名詞-動詞","非自立-自立",1
"こと","イコール","名詞-名詞","非自立-一般",1
"こと","イン","名詞-名詞","非自立-一般",1
"こと","インプット","名詞-名詞","非自立-サ変接続",1
"こと","クリエイティブ","名詞-名詞","非自立-一般",1
"こと","コミュニティ","名詞-名詞","非自立-一般",1
"こと","コロナ","名詞-名詞","非自立-一般",1
"こと","シャッター","名詞-名詞","非自立-一般",1
"こと","スタジオジブリ","名詞-名詞","非自立-一般",1
"こと","スタンディングデスク","名詞-名詞","非自立-一般",1
"こと","スティグマ","名詞-名詞","非自立-一般",1
"こと","センター","名詞-名詞","非自立-一般",1
"こと","タイトル","名詞-名詞","非自立-一般",1
"こと","チーム","名詞-名詞","非自立-一般",1
"こと","チャット","名詞-名詞","非自立-一般",1
"こと","テーマ","名詞-名詞","非自立-一般",1
"こと","データ","名詞-名詞","非自立-一般",1
"こと","デジタル","名詞-名詞","非自立-一般",1
"こと","トリーカ","名詞-名詞","非自立-固有名詞",1
"こと","ハードル","名詞-名詞","非自立-一般",1
"こと","パフォーマンス","名詞-名詞","非自立-一般",1
"こと","パブリック","名詞-名詞","非自立-一般",1
"こと","ビジネス","名詞-名詞","非自立-一般",1
"こと","プロダクト","名詞-名詞","非自立-一般",1
"こと","プロフィール","名詞-名詞","非自立-一般",1
"こと","ポイント","名詞-名詞","非自立-一般",1
"こと","マイク","名詞-名詞","非自立-一般",1
"こと","マイクロツーリズム","名詞-名詞","非自立-一般",1
"こと","マスク","名詞-名詞","非自立-一般",1
"こと","マナー","名詞-名詞","非自立-一般",1
"こと","モノ","名詞-名詞","非自立-一般",1
"こと","安心","名詞-名詞","非自立-サ変接続",1
"こと","安定","名詞-名詞","非自立-形容動詞語幹",1
"こと","以外","名詞-名詞","非自立-非自立",1
"こと","意義","名詞-名詞","非自立-一般",1
"こと","異なる","名詞-動詞","非自立-自立",1
"こと","移住","名詞-名詞","非自立-サ変接続",1
"こと","一","名詞-名詞","非自立-数",1
"こと","一番","名詞-名詞","非自立-副詞可能",1
"こと","印刷","名詞-名詞","非自立-サ変接続",1
"こと","引用","名詞-名詞","非自立-サ変接続",1
"こと","飲食","名詞-名詞","非自立-サ変接続",1
"こと","横","名詞-名詞","非自立-一般",1
"こと","家","名詞-名詞","非自立-一般",1
"こと","我々","名詞-名詞","非自立-代名詞",1
"こと","会社","名詞-名詞","非自立-一般",1
"こと","解決","名詞-名詞","非自立-サ変接続",1
"こと","皆","名詞-名詞","非自立-代名詞",1
"こと","街","名詞-名詞","非自立-一般",1
"こと","確かめる","名詞-動詞","非自立-自立",1
"こと","確実","名詞-名詞","非自立-形容動詞語幹",1
"こと","覚える","名詞-動詞","非自立-自立",1
"こと","学び","名詞-名詞","非自立-一般",1
"こと","学び舎","名詞-名詞","非自立-一般",1
"こと","学校","名詞-名詞","非自立-一般",1
